The Walking Dead,Zombies,Adventure,Story Rich,Point & Click,Episodic,Singleplayer,Choices Matter,Drama,Horror,Emotional,Mature,Atmospheric,Choose Your Own Adventure,Comic Book,Post-apocalyptic,Survival,Quick-Time Events,Gore,Action,Third Person
The Eternal Cylinder,Story Rich,Open World,Exploration,Surreal,Narration,Survival,Family Friendly,Atmospheric,Puzzle Platformer,Colorful,Cute,Action-Adventure,Action,Third Person,Adventure,Puzzle,Platformer,Aliens,Singleplayer,Inventory Management
Euro Truck Simulator 2 - Volvo Construction Equipment,Simulation,Indie,Driving
Europa Universalis IV: Domination,Strategy,Simulation,Grand Strategy,Historical,Sexual Content,Alternate History,Early Access
Deep Rock Galactic - Supporter Upgrade,Indie,Action,Co-op
Maneater,Dark Humor,Nature,Open World,Underwater,Singleplayer,Exploration,Female Protagonist,Action RPG,Violent,Third Person,Narration,Gore,Action-Adventure,Action,RPG,Simulation,Villain Protagonist,Atmospheric,Adventure,Satire
OneShot,Story Rich,Pixel Graphics,Great Soundtrack,Indie,Cute,Atmospheric,Puzzle,Singleplayer,Choices Matter,Adventure,Multiple Endings,RPGMaker,2D,Surreal,RPG,Exploration,Replay Value,Casual,Psychological Horror,Anime
Return of the Obra Dinn,Detective,Mystery,Puzzle,Story Rich,Atmospheric,Singleplayer,Indie,Great Soundtrack,First-Person,Historical,Adventure,Difficult,Naval,Multiple Endings,Retro,Violent,Horror,Pirates,Walking Simulator,Noir
Darkwood,Horror,Survival Horror,Survival,Top-Down,Atmospheric,Dark,Open World,Indie,Singleplayer,Lovecraftian,Exploration,RPG,Adventure,Crafting,Action,Inventory Management,Psychological Horror,Gore,Building,Roguelike
Hero Siege,RPG,Action Roguelike,Hack and Slash,Pixel Graphics,Roguelike,Multiplayer,Indie,Action,Co-op,Adventure,Local Co-Op,2D,Roguelite,Top-Down,Action RPG,Massively Multiplayer,Bullet Hell,Singleplayer,Difficult,Controller
Stardeus,Early Access,Base Building,Colony Sim,Strategy,Survival,Resource Management,Space,Crafting,Moddable,Space Sim,God Game,Simulation,Procedural Generation,Sandbox,Management,Science,Automation,Building,Immersive Sim,Time Management
Breathedge,Open World Survival Craft,Space,Survival,Singleplayer,Sandbox,Indie,Base Building,Sci-fi,First-Person,Atmospheric,Adventure,Crafting,Open World,Exploration,Action,Early Access,Aliens,Simulation,Action-Adventure,Multiplayer
Railway Empire 2,Simulation,Strategy,Transportation,Trains,Management,Sandbox,Economy,Resource Management,Exploration,America,Building,City Builder,Historical,Western,Trading,Crafting,Tutorial,Singleplayer,Co-op,Immersive Sim
A Plague Tale: Innocence,Story Rich,Adventure,Stealth,Female Protagonist,Medieval,Atmospheric,Singleplayer,Action,Third Person,Dark,Horror,Historical,Great Soundtrack,Violent,Emotional,Survival,Puzzle,Dark Fantasy,Post-apocalyptic,Walking Simulator
American Truck Simulator - Texas,Simulation,Indie,Driving,Open World,Exploration
The Long Dark: Tales from the Far Territory,Indie,Adventure,Simulation,Strategy,Survival,Atmospheric
Crysis 2 Remastered,Action,Sandbox,Shooter,FPS,Hero Shooter,First-Person,Shoot 'Em Up,Aliens,Dark Humor,Futuristic,Dystopian,Post-apocalyptic,Sci-fi,Tactical,Combat,Singleplayer,PvE,Violent
Euro Truck Simulator 2 - Vive la France !,Simulation,Driving,Open World,Realistic,Indie,Multiplayer,Singleplayer,Relaxing,Free to Play,Adventure,Moddable,Action,First-Person,TrackIR,Family Friendly,Online Co-Op,Great Soundtrack,Exploration,Casual
Grim Dawn - Forgotten Gods Expansion,RPG,Adventure,Indie,Action,Hack and Slash,Gore,Loot,Violent,Action RPG,Multiplayer,Isometric
The Isle,Dinosaurs,Survival,Open World,Multiplayer,Simulation,Hunting,Massively Multiplayer,Realistic,Adventure,Early Access,Action,Third Person,Co-op,Sandbox,Horror,Walking Simulator,Indie,Strategy,Team-Based,RPG
Neon White,Action,FPS,Parkour,Great Soundtrack,Platformer,3D Platformer,Anime,Adventure,Shooter,Indie,Singleplayer,Precision Platformer,Dating Sim,Fast-Paced,First-Person,3D,Stylized,Story Rich,Mystery,Card Game
Pathologic 2,Story Rich,Atmospheric,Choices Matter,RPG,Difficult,Detective,Singleplayer,Immersive Sim,Survival,Surreal,Psychological Horror,Survival Horror,Open World,Dystopian,Adventure,Indie,Dark,CRPG,First-Person,Isometric
People Playground,Sandbox,Physics,Gore,Violent,Moddable,Blood,2D,Singleplayer,Destruction,Simulation,Funny,Building,Pixel Graphics,Psychological Horror,Indie,Action,Casual,Horror,Comedy,Choose Your Own Adventure
"Warhammer 40,000: Boltgun",FPS,Action,Shooter,Warhammer 40K,Pixel Graphics,Retro,Old School,First-Person,Arcade,Gore,Violent,1990's,Demons,Sci-fi,Singleplayer,Fantasy,Indie,Arena Shooter,Games Workshop
NARAKA: BLADEPOINT,Battle Royale,Multiplayer,Martial Arts,PvP,Female Protagonist,Action,Third Person,Survival,Character Customization,Hack and Slash,Massively Multiplayer,Fighting,Swordplay,Parkour,Adventure,Anime,Mature,Violent,Gore,Open World
Foxhole,Massively Multiplayer,Wargame,Military,Base Building,World War II,Open World,War,Sandbox,Top-Down,PvP,Tactical,Top-Down Shooter,Multiplayer,Team-Based,Strategy,Crafting,Shooter,Co-op,Action,RPG
Solasta: Crown of the Magister,Co-op Campaign,Isometric,Multiplayer,RPG,Character Customization,Co-op,Choices Matter,Story Rich,Fantasy,CRPG,Class-Based,Singleplayer,Dungeons & Dragons,Stealth,PvE,Adventure,Party-Based RPG,Team-Based,Combat,Strategy RPG
The Life and Suffering of Sir Brante,Choices Matter,RPG,Story Rich,Interactive Fiction,Choose Your Own Adventure,Visual Novel,Indie,Text-Based,Adventure,Simulation,Medieval,Strategy,Atmospheric,Singleplayer,Replay Value,Dark Fantasy,Violent,Management,2D,Tabletop
Satisfactory,Base Building,Automation,Open World,Multiplayer,Crafting,Co-op,Resource Management,Building,Sandbox,Exploration,Adventure,Early Access,Simulation,Open World Survival Craft,Survival,Strategy,First-Person,Sci-fi,Singleplayer,Indie
The Binding of Isaac: Rebirth,Action Roguelike,Roguelike,Indie,Replay Value,Difficult,Pixel Graphics,Dungeon Crawler,Great Soundtrack,Singleplayer,Dark,2D,Remake,Local Co-Op,Gore,Procedural Generation,Roguelite,Atmospheric,Action,Co-op,Horror
Detroit: Become Human,Choices Matter,Story Rich,Multiple Endings,Cinematic,Singleplayer,Emotional,Adventure,Sci-fi,Futuristic,Robots,Beautiful,Great Soundtrack,Atmospheric,Third Person,Dynamic Narration,Replay Value,Cyberpunk,Narration,Violent,Female Protagonist
Divinity: Original Sin 2 - Definitive Edition,Tactical RPG,RPG,Turn-Based Strategy,Story Rich,Fantasy,Exploration,Party-Based RPG,CRPG,Character Customization,Strategy RPG,PvP,Female Protagonist,Co-op Campaign,Local Co-Op,Isometric,Romance,Choices Matter,Strategy,Moddable,Funny
ARK: Survival Evolved,Open World Survival Craft,Survival,Multiplayer,Open World,Dinosaurs,Crafting,Building,Adventure,Base Building,Co-op,Action,First-Person,Sandbox,Massively Multiplayer,Singleplayer,Early Access,RPG,Dragons,Sci-fi,Indie
Potion Craft: Alchemist Simulator,Singleplayer,Crafting,Relaxing,Simulation,Medieval,Management,Indie,RPG,Life Sim,2D,Sandbox,Hand-drawn,Farming Sim,Casual,Resource Management,Choices Matter,Point & Click,Historical,Investigation,Trading
Summoners War: Chronicles,RPG,Free to Play,MMORPG,Action,Adventure,Action-Adventure,Strategy RPG,JRPG,3D,Cinematic,Atmospheric,PvE,Co-op,Party-Based RPG,Multiplayer,PvP,Fantasy,Online Co-Op,Strategy,Exploration
Stellaris,Space,Grand Strategy,Strategy,Sci-fi,4X,Exploration,Sandbox,Simulation,Multiplayer,Real-Time with Pause,Moddable,Singleplayer,Diplomacy,Management,Futuristic,Military,Replay Value,Atmospheric,Great Soundtrack,Procedural Generation
Escape the Backrooms,Horror,Multiplayer,Psychological Horror,Online Co-Op,First-Person,Survival Horror,Co-op,Adventure,Exploration,Action,Indie,Early Access,3D,Escape Room,VR,Singleplayer,Action-Adventure,Casual,Stealth,Dungeon Crawler
Cuphead,Difficult,Cartoon,Co-op,Platformer,Great Soundtrack,Local Co-Op,2D,Hand-drawn,Multiplayer,Indie,Retro,Cartoony,Bullet Hell,Action,Shoot 'Em Up,Singleplayer,Side Scroller,Colorful,Funny,Atmospheric
Risk of Rain 2,Third-Person Shooter,Action Roguelike,Multiplayer,Action,Co-op,Roguelite,Looter Shooter,Roguelike,Loot,Online Co-Op,Shooter,Difficult,Third Person,Indie,Survival,Singleplayer,Great Soundtrack,Soundtrack,Early Access,Bullet Hell
Only Up!,3D Platformer,Parkour,Casual,Difficult,Bullet Time,Adventure,Open World,Physics,Third Person,Story Rich,Exploration,Platformer,Arcade,Psychological Horror,Replay Value,Atmospheric,Roguelike,Simulation,Cinematic,Surreal
The Callisto Protocol™,Horror,Sci-fi,Survival Horror,Third-Person Shooter,Space,Shooter,Action-Adventure,Third Person,PvE,3D,Action,Story Rich,Linear,Realistic,Adventure,Robots,Cinematic,Dark,Futuristic,Shoot 'Em Up
Crusader Kings III,Strategy,Simulation,RPG,Grand Strategy,Medieval,Historical,Management,RTS,Character Customization,Life Sim,4X,Sandbox,Singleplayer,Choices Matter,War,Economy,Moddable,Political,Multiplayer,Real-Time with Pause
Remnant II,Action,Adventure,Souls-like,RPG,Dark,Action-Adventure,Shooter,Post-apocalyptic,Third-Person Shooter,Combat,Atmospheric,Third Person,Horror,Controller,PvE,Co-op,Multiplayer,Online Co-Op,Singleplayer,Gore
Stray,Cats,Adventure,Cyberpunk,Atmospheric,Cute,Singleplayer,Exploration,Robots,Third Person,Beautiful,Puzzle,Horror,Sci-fi,Indie,Dystopian,Open World,Mystery,Action,Colorful,Stealth
Dead Cells,Adventure,Action Roguelike,Pixel Graphics,Metroidvania,2D,Souls-like,Roguelike,Replay Value,Hack and Slash,Roguelite,Platformer,Roguevania,Singleplayer,Action,Difficult,Atmospheric,Dark Fantasy,Procedural Generation,Funny,Indie
Ready or Not,Tactical,Realistic,FPS,Multiplayer,Shooter,Co-op,Singleplayer,First-Person,Action,Horror,Violent,Gun Customization,Combat,Crime,Modern,Gore,Atmospheric,America,Co-op Campaign,Early Access
No Man's Sky,Open World,Open World Survival Craft,Space,Exploration,Sci-fi,Survival,Procedural Generation,Adventure,First-Person,Sandbox,Singleplayer,Multiplayer,Atmospheric,Crafting,Space Sim,Indie,Action,Simulation,FPS,VR
Left 4 Dead 2,Zombies,Co-op,FPS,Multiplayer,Shooter,Online Co-Op,Action,Survival,Horror,First-Person,Gore,Team-Based,Moddable,Survival Horror,Post-apocalyptic,Singleplayer,Adventure,Local Co-Op,Replay Value,Tactical
Tiny Bunny,Visual Novel,Horror,Atmospheric,Story Rich,Dark,Psychological Horror,Choices Matter,Singleplayer,2D,Adventure,Interactive Fiction,Point & Click,Gore,Violent,Mature,Anime,Cute,Great Soundtrack,Early Access,Indie
BeamNG.drive,Simulation,Driving,Physics,Destruction,Realistic,Automobile Sim,Open World,Sandbox,Racing,Moddable,Singleplayer,Multiplayer,Early Access,First-Person,Third Person,Exploration,Funny,Action,Adventure,Flight
Terraria,Open World Survival Craft,Sandbox,Survival,2D,Multiplayer,Adventure,Pixel Graphics,Crafting,Building,Exploration,Co-op,Open World,Online Co-Op,Indie,Action,RPG,Singleplayer,Replay Value,Platformer,Atmospheric
Project Zomboid,Survival,Zombies,Open World,Open World Survival Craft,Multiplayer,Sandbox,Post-apocalyptic,Co-op,Crafting,Indie,Simulation,Building,RPG,Survival Horror,Realistic,Isometric,Singleplayer,2D,Early Access,Adventure
7 Days to Die,Survival,Zombies,Open World,Multiplayer,Open World Survival Craft,Voxel,Post-apocalyptic,Base Building,Online Co-Op,Exploration,Building,Sandbox,Simulation,FPS,Strategy,Character Customization,Tower Defense,Action,Procedural Generation,Early Access
DARK SOULS™: REMASTERED,Souls-like,Dark Fantasy,RPG,Difficult,Action,Dark,Fantasy,Atmospheric,Action RPG,Great Soundtrack,Lore-Rich,Adventure,Multiplayer,Third Person,Replay Value,Story Rich,Exploration,Character Customization,Soundtrack,Co-op
The Outlast Trials,Early Access,Survival Horror,Co-op,Horror,Multiplayer,Psychological Horror,First-Person,PvE,Character Customization,Action-Adventure,Action,Stealth,Dark Humor,Alternate History,Survival,Realistic,Atmospheric,Dark,Science,Adventure
RimWorld,Colony Sim,Base Building,Survival,Strategy,Sandbox,Management,Building,Simulation,Singleplayer,City Builder,Moddable,Open World,Procedural Generation,2D,Sci-fi,Indie,Space,Tactical RPG,Western,Cartoony
Squad,Military,Realistic,FPS,Multiplayer,Team-Based,Tactical,Shooter,War,First-Person,Action,Massively Multiplayer,Strategy,Modern,Base Building,Simulation,Wargame,Open World,Immersive Sim,Atmospheric,PvP
Subnautica,Open World Survival Craft,Survival,Open World,Exploration,Horror,Underwater,Crafting,Base Building,Singleplayer,Adventure,First-Person,Sci-fi,Sandbox,Aliens,Atmospheric,Survival Horror,Multiplayer,Action,Indie,Early Access
Deep Rock Galactic,Co-op,PvE,FPS,Exploration,Procedural Generation,Shooter,Loot,Class-Based,First-Person,Sci-fi,Looter Shooter,Action,Space,Atmospheric,Combat,Horror,Survival,Action Roguelike,Dark,Open World
Valheim,Open World Survival Craft,Survival,Online Co-Op,Open World,Multiplayer,Building,Crafting,Exploration,Base Building,Co-op,Sandbox,Adventure,Mythology,RPG,Early Access,Action,PvE,Indie,Singleplayer,Third Person
Raft,Survival,Open World Survival Craft,Multiplayer,Co-op,Crafting,Open World,Building,Base Building,Online Co-Op,Adventure,Sandbox,First-Person,Singleplayer,Early Access,Underwater,Simulation,Action,Indie,Strategy,Massively Multiplayer
PUBG: BATTLEGROUNDS,Survival,Shooter,Battle Royale,Multiplayer,FPS,PvP,Third-Person Shooter,Action,Online Co-Op,Tactical,Co-op,First-Person,Strategy,Early Access,Competitive,Third Person,Team-Based,Difficult,Simulation,Stealth
Garry's Mod,Sandbox,Multiplayer,Funny,Moddable,Building,Mod,Comedy,Co-op,First-Person,Physics,Simulation,Online Co-Op,FPS,Singleplayer,Action,Animation & Modeling,Shooter,Indie,Massively Multiplayer,Adventure
Sons Of The Forest,Survival,Open World,Multiplayer,Survival Horror,Co-op,Base Building,Crafting,First-Person,Horror,Exploration,Adventure,Building,Singleplayer,Atmospheric,Action-Adventure,Sandbox,Action,Simulation,Early Access,Immersive Sim
Mount & Blade II: Bannerlord,Medieval,Strategy,Open World,RPG,War,Multiplayer,Sandbox,Singleplayer,Action,Character Customization,Simulation,Moddable,Adventure,Horses,Realistic,Third Person,First-Person,Historical,Great Soundtrack,Early Access
Phasmophobia,Horror,Online Co-Op,Multiplayer,Psychological Horror,Co-op,VR,Supernatural,First-Person,Investigation,Dark,Mystery,Demons,Detective,Early Access,3D,Thriller,Indie,Action,Tactical,Lovecraftian
SnowRunner,Simulation,Automobile Sim,Adventure,Exploration,Sandbox,Realistic,Driving,First-Person,Open World,Third Person,Immersive Sim,Multiplayer,Atmospheric,Racing,Snow,Nature,ATV,Physics,PvE,Team-Based
Baldur's Gate 3,Early Access,RPG,Choices Matter,Character Customization,CRPG,Story Rich,Fantasy,Co-op Campaign,Romance,Class-Based,Dark Fantasy,PvE,Narration,Turn-Based Combat,Stealth,Combat,Crafting,Isometric,Dungeons & Dragons,Team-Based
DARK SOULS™ III,Souls-like,Dark Fantasy,Difficult,RPG,Atmospheric,Lore-Rich,Third Person,Exploration,Story Rich,Action RPG,Co-op,Great Soundtrack,Adventure,Action,PvP,Multiplayer,Open World,Singleplayer,Character Customization,Replay Value
Dota 2,Free to Play,MOBA,Multiplayer,Strategy,eSports,Team-Based,Competitive,Action,Online Co-Op,PvP,Difficult,Co-op,RTS,Tower Defense,RPG,Fantasy,Character Customization,Replay Value,Action RPG,Simulation
Arma 3,Action,Military,Multiplayer,Simulation,Shooter,Realistic,First-Person,Open World,Tactical,FPS,War,Co-op,Strategy,Sandbox,Singleplayer,Moddable,Combat,Online Co-Op,Team-Based,Third-Person Shooter
Disco Elysium - The Final Cut,RPG,Story Rich,Choices Matter,Detective,Isometric,Atmospheric,Singleplayer,CRPG,Point & Click,Noir,Surreal,Indie,Adventure,Exploration,Funny,Visual Novel,Open World,Character Customization,Political,Sexual Content
Hades,Action Roguelike,Roguelite,Hack and Slash,Indie,Action,Mythology,Roguelike,RPG,Great Soundtrack,Singleplayer,Story Rich,Dungeon Crawler,Replay Value,Isometric,Difficult,Action RPG,Hand-drawn,Atmospheric,Perma Death,Souls-like
Euro Truck Simulator 2,Driving,Transportation,Simulation,Open World,Automobile Sim,Realistic,Moddable,Relaxing,Immersive Sim,Exploration,Economy,Management,Atmospheric,Multiplayer,Controller,Family Friendly,Third Person,Adventure,Casual,Indie
ASTRONEER,Multiplayer,Open World,Open World Survival Craft,Survival,Space,Exploration,Base Building,Co-op,Sandbox,Adventure,Building,Crafting,Sci-fi,Automation,Singleplayer,Colorful,Third Person,Atmospheric,Simulation,Indie
Hunt: Showdown,Open World,Tactical,Atmospheric,Multiplayer,Perma Death,FPS,Shooter,PvP,Survival Horror,Horror,Difficult,Online Co-Op,Western,Co-op,Battle Royale,Team-Based,Action,Gore,Zombies,First-Person
BattleBit Remastered,FPS,Shooter,Multiplayer,Destruction,Massively Multiplayer,Military,Action,PvP,War,Tactical,First-Person,Team-Based,Class-Based,Combat,Character Customization,Early Access,3D,Gun Customization,Voxel,Indie
Car For Sale Simulator 2023,Driving,Immersive Sim,FPS,Trading,Automobile Sim,Life Sim,3D,First-Person,Simulation,Open World,Conversation,Realistic,Family Friendly,Cinematic,America,Modern,Singleplayer,Inventory Management,Early Access,Indie
ELDEN RING,Violent
Half-Life: Alyx,VR,FPS,Story Rich,Horror,Female Protagonist,Shooter,First-Person,Singleplayer,Action,Sci-fi,Atmospheric,Zombies,Beautiful,Aliens,Adventure,Futuristic,Psychological Horror,Memes,Great Soundtrack,Gore
Counter-Strike: Global Offensive,FPS,Shooter,Multiplayer,Competitive,Action,Team-Based,eSports,Tactical,First-Person,PvP,Online Co-Op,Co-op,Strategy,Military,War,Difficult,Trading,Realistic,Fast-Paced,Moddable
Cult of the Lamb,Base Building,Action Roguelike,Character Customization,Cute,Roguelite,Singleplayer,Dungeon Crawler,Dark Humor,Colony Sim,Building,Action,2D,Funny,Adventure,Faith,Fantasy,Controller,Strategy,Colorful,Third Person
A Plague Tale: Requiem,Adventure,Action,Action-Adventure,Exploration,Interactive Fiction,Cinematic,3D,Third Person,Realistic,Atmospheric,Alternate History,Dark,Female Protagonist,Emotional,Drama,Medieval,Historical,Singleplayer,Mystery,Narration
Stardew Valley,Farming Sim,Life Sim,Pixel Graphics,Multiplayer,RPG,Relaxing,Agriculture,Simulation,Crafting,Sandbox,Indie,Building,Singleplayer,Casual,Open World,2D,Cute,Great Soundtrack,Dating Sim,Fishing
Kena: Bridge of Spirits,Action,Adventure,Action-Adventure,Souls-like,3D Platformer,Exploration,Female Protagonist,Cinematic,Third Person,3D,Atmospheric,Fantasy,Magic,Nature,Combat,Story Rich,Controller,Singleplayer,Indie,Mystery
CarX Drift Racing Online,Racing,Driving,Automobile Sim,Multiplayer,Simulation,Sports,Open World,Massively Multiplayer,Controller,Singleplayer,Arcade,VR,Realistic,Local Multiplayer,Co-op,Early Access,Casual,Games Workshop,Mod,Action
Warspear Online,Free to Play,MMORPG,Pixel Graphics,Massively Multiplayer,RPG,Multiplayer,Online Co-Op,Difficult,Retro,Fantasy,Atmospheric,PvP,2D,Adventure,Story Rich,Open World
Hollow Knight,Metroidvania,Souls-like,Platformer,Great Soundtrack,Difficult,2D,Indie,Atmospheric,Singleplayer,Exploration,Adventure,Story Rich,Hand-drawn,Action,Multiple Endings,Dark Fantasy,Open World,Cute,Controller,Side Scroller
Human: Fall Flat,Co-op,Funny,Puzzle,Adventure,Physics,Sandbox,Action,Puzzle Platformer,Open World,Multiplayer,Local Co-Op,Indie,Comedy,Parkour,Local Multiplayer,Casual,Split Screen,3D Platformer,Singleplayer,Simulation
V Rising,Early Access,Open World,Survival,Base Building,Vampire,Multiplayer,Crafting,PvP,PvE,Online Co-Op,Building,Hack and Slash,Sandbox,Exploration,Massively Multiplayer,Action,Action-Adventure,Singleplayer,Adventure,Dark Fantasy
Grim Dawn,Action RPG,Hack and Slash,Dark Fantasy,RPG,Loot,Dungeon Crawler,Co-op,Dark,Multiplayer,Singleplayer,Fantasy,Action,Adventure,Isometric,Atmospheric,Post-apocalyptic,Indie,Zombies,Kickstarter,Crowdfunded
Cities: Skylines,City Builder,Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Moddable,Economy,Resource Management,Mod,Realistic,Replay Value,Casual,Modern,Real-Time with Pause,Family Friendly,Great Soundtrack,Funny,Action
American Truck Simulator,Automobile Sim,Driving,Open World,Transportation,Simulation,America,Realistic,Moddable,Relaxing,Exploration,Economy,Atmospheric,Management,Immersive Sim,Multiplayer,Singleplayer,Adventure,Casual,Family Friendly,Level Editor
Aliens: Dark Descent,Strategy,Action,Tactical,RTS,Sci-fi,Action-Adventure,Singleplayer,Dark,3D,Space,Survival,Horror,Violent,Aliens,Combat,Real Time Tactics,Stealth,Top-Down,Isometric
Portal 2,Platformer,Puzzle,Dark Humor,First-Person,Story Rich,Puzzle Platformer,Funny,Female Protagonist,3D Platformer,Action-Adventure,Action,FPS,Co-op,Physics,Sci-fi,Level Editor,Science,Comedy,Atmospheric,Adventure
Forts,Base Building,Physics,Multiplayer,Destruction,Building,Strategy,Moddable,Sandbox,Action,2D,Memes,Military,Indie,Level Editor,Funny,Singleplayer,Tactical,Retro,Pixel Graphics,Lemmings
The Planet Crafter,Early Access,Story Rich,Open World Survival Craft,Base Building,Sandbox,Open World,Crafting,Building,Atmospheric,Survival,Resource Management,First-Person,Exploration,Immersive Sim,Sci-fi,Automation,Adventure,Singleplayer,Space,Aliens
They Are Billions,Base Building,Colony Sim,Strategy,Zombies,Survival,RTS,Tower Defense,City Builder,Steampunk,Building,Post-apocalyptic,Singleplayer,Resource Management,Real-Time with Pause,Difficult,Tactical,Management,Early Access,Indie,Isometric
Amnesia: The Bunker,FPS,Horror,Action,Survival,Survival Horror,Immersive Sim,Violent,Difficult,Resource Management,Gore,Sandbox,Singleplayer,Puzzle,Realistic,Physics,Mystery,Adventure,World War I,First-Person,Inventory Management
Team Fortress 2,Free to Play,Hero Shooter,Multiplayer,FPS,Shooter,Action,Class-Based,Team-Based,Funny,First-Person,Online Co-Op,Competitive,Cartoony,Trading,Co-op,Comedy,Robots,Tactical,Cartoon,Crafting
Keep Talking and Nobody Explodes,Co-op,Puzzle,Local Co-Op,Multiplayer,VR,Indie,Local Multiplayer,Difficult,Team-Based,Family Friendly,Funny,Fast-Paced,First-Person,Simulation,Party Game,Asymmetric VR,Action,Party,Atmospheric,Strategy
Subnautica: Below Zero,Open World Survival Craft,Survival,Underwater,Open World,Singleplayer,Exploration,Horror,Base Building,Adventure,Crafting,First-Person,Survival Horror,Aliens,Sci-fi,Multiplayer,Atmospheric,Story Rich,Early Access,Great Soundtrack,Sandbox
Contraband Police,Open World,Action,First-Person,Multiple Endings,1980s,Realistic,Automobile Sim,Story Rich,Singleplayer,Simulation,FPS,Survival,Action-Adventure,Management,Immersive Sim,Detective,Physics,Destruction,Atmospheric,Indie
Paint the Town Red,Gore,Action,Blood,Fighting,Violent,Multiplayer,First-Person,Roguelike,Physics,Funny,Roguelite,Voxel,Beat 'em up,Singleplayer,Indie,FPS,Mature,Adventure,Difficult,Arcade
Euro Truck Simulator 2 - Going East!,Simulation,Driving,Open World,Realistic,Multiplayer,Indie,Singleplayer,Free to Play,Adventure,Sandbox,Moddable,Relaxing,Action,Exploration,TrackIR,First-Person,Economy,Management,Controller
Hotline Miami,Great Soundtrack,Violent,Action,Indie,Top-Down,Pixel Graphics,1980s,Fast-Paced,Gore,Retro,Psychedelic,Difficult,Singleplayer,Surreal,Shooter,2D,Top-Down Shooter,Atmospheric,Addictive,Music
"Love, Money, Rock'n'Roll",Visual Novel,Anime,1980s,Atmospheric,Multiple Endings,Choices Matter,Story Rich,Romance,Detective,Drama,Cute,Choose Your Own Adventure,Investigation,Interactive Fiction,2D,Colorful,Dating Sim,Casual,Simulation,Comedy
FRONT MISSION 1st: Remake,Strategy,Turn-Based Strategy,RPG,Mechs,Futuristic,Remake,3D,Realistic,Management,Sci-fi,Singleplayer,Turn-Based Tactics,Action,Military,Tactical,Tanks,Post-apocalyptic,JRPG,Funny,Robots
Ravenswatch,Roguelite,Indie,Co-op,Action,Roguelike,Singleplayer,Action Roguelike,Difficult,Atmospheric,Online Co-Op,Dark Fantasy,Adventure,Early Access,Replay Value,Hack and Slash,Procedural Generation,Top-Down,Exploration,Dark,Fast-Paced
War Robots,Free to Play,Action,Robots,Multiplayer,Shooter,Mechs,FPS,PvP,Massively Multiplayer,Controller,War,First-Person,Third-Person Shooter,Third Person,Co-op,Strategy,Singleplayer,MMORPG,RPG,VR
Call to Arms,Strategy,Military,Action,Multiplayer,RTS,War,Shooter,Tactical,Simulation,First-Person,Real-Time,Singleplayer,FPS,Modern,Co-op,Realistic,Sandbox,Third Person,Indie,Early Access
DARK SOULS™ II,Souls-like,RPG,Dark Fantasy,Difficult,Action RPG,Action,Unforgiving,Adventure,Exploration,Atmospheric,Co-op,Multiplayer,Fantasy,Epic,Immersive,PvP,Third Person,Replay Value,Open World,Dark
Transport Fever 2,Simulation,Strategy,Management,Transportation,City Builder,Trains,Economy,Sandbox,Building,Singleplayer,Realistic,Moddable,Open World,Flight,Resource Management,Games Workshop,Naval,Indie,Casual,Co-op
The Last Spell,Turn-Based,2D,Tactical,Singleplayer,Strategy RPG,Perma Death,Roguelite,Turn-Based Tactics,Tactical RPG,Tower Defense,Dark Fantasy,Turn-Based Strategy,RPG,Strategy,Post-apocalyptic,Pixel Graphics,Base Building,Turn-Based Combat,Fantasy,Early Access
Black Book,Card Battler,Turn-Based Tactics,Card Game,Dungeon Crawler,Roguelite,Turn-Based,Female Protagonist,Roguelike,Strategy RPG,RPG,Mythology,Choices Matter,Strategy,Deckbuilding,3D,Story Rich,Open World,Dark Fantasy,Turn-Based Combat,Fantasy
Dune: Spice Wars,Early Access,Management,Singleplayer,Sci-fi,Strategy,4X,Simulation,RTS,Grand Strategy,Real Time Tactics,Building,Tactical,Economy,War,Diplomacy,Multiplayer,Base Building,Co-op,PvE,PvP
Gunfire Reborn,FPS,Roguelite,Online Co-Op,Co-op,Roguelike,Multiplayer,Looter Shooter,Indie,Action,Adventure,RPG,Shooter,Action Roguelike,First-Person,Dungeon Crawler,Replay Value,Early Access,Singleplayer,Fast-Paced,Loot
X4: Foundations,Sandbox,Space Sim,Economy,Trading,Building,Exploration,Space,Grand Strategy,Management,First-Person,Strategy,Simulation,Sci-fi,Singleplayer,Open World,Action,Flight,Atmospheric,Crafting,Survival
Demonologist,Early Access,Horror,Multiplayer,Online Co-Op,Psychological Horror,Co-op,First-Person,Investigation,Surreal,Dark,Demons,Mystery,Detective,Indie,Cinematic,Thriller,3D,Action,Tactical,Lovecraftian
Serious Sam 4,Action,Gore,FPS,Co-op,Shooter,Violent,Adventure,Comedy,Multiplayer,Singleplayer,First-Person,Blood,Fast-Paced,Indie,Arena Shooter,Online Co-Op,Difficult,Horror,Demons,Third-Person Shooter
"Warhammer 40,000: Inquisitor - Martyr",Warhammer 40K,Action RPG,RPG,Hack and Slash,Action,Loot,Adventure,Co-op,Indie,Games Workshop,Violent,Online Co-Op,Isometric,Multiplayer,Gore,Sci-fi,Singleplayer,Open World,Futuristic,Aliens
Northgard,Strategy,City Builder,Simulation,RTS,Base Building,Building,Colony Sim,4X,Tactical,Economy,Management,War,Moddable,PvP,PvE,Singleplayer,Multiplayer,Co-op,Vikings,Resource Management
